19036,529
832,529
1125,529
661,531
1421,532
472,535
7330,535
3450,537
6394,538
3138,540
1646,541
16628,541
2111,542
9837,542
3504,544
1255,544
9173,545
10295,547
2465,547
1663,548
5783,548
4761,549
3633,549
583,549
754,550
1907,551
2672,551
854,551
489,552
155,553
1167,554
10360,554
4187,555
6423,556
2372,556
2458,560
4335,561
1988,561
4384,563
3950,565
1951,565
10267,566
1050,567
353,568
1698,569
939,570
87,571
2236,572
6367,572
2030,572
6309,572
1558,573
511,573
4258,574
1322,576
1184,576
9400,577
837,578
47542,580
315,581
343,581
987,581
8137,584
2492,584
12043,586
822,586
2087,587
849,592
1416,593
27145,594
4309,595
3819,597
1233,598
10134,599
158,601
267,602
4863,603
330,604
79,605
384,606
1502,607
17,609
1954,610
4360,611
7765,612
2444,613
2172,614
5117,614
46,616
19974,617
2363,620
1544,622
1676,622
276,623
906,623
742,625
1833,625
5149,626
4315,631
864,631
5823,632
1253,633
629,634
71,635
32,635
305,636
4101,637
952,637
3006,640
309,640
970,642
4159,642
1450,644
2469,644
1138,646
597,649
1479,651
3429,652
2298,653
1404,657
7340,659
1103,660
1123,660
16865,665
1137,665
2461,665
986,666
845,669
2836,670
1098,674
7361,676
35,677
47540,677
1755,678
1254,679
310,680
1440,680
127,682
1095,691
1538,691
1391,693
3646,695
4754,697
6422,698
752,699
1463,702
890,702
1952,708
2726,710
840,711
3688,714
808,718
784,718
2417,725
1635,726
424,726
763,729
6479,730
1716,730
5521,734
655,736
713,738
1217,739
275,740
308,741
1480,741
709,741
86,743
3755,743
1511,749
1546,751
1067,752
95,753
37625,754
2124,757
1739,758
3002,765
1923,766
1396,767
1906,768
1667,773
5535,775
2150,776
141,776
1321,777
783,777
1021,778
125,783
486,784
1211,784
750,786
779,790
617,790
1056,791
54,795
7993,795
1213,796
10133,798
11230,798
2061,800
3899,802
7367,806
1508,806
1132,808
3086,809
4219,809
1826,812
426,815
1603,819
3385,822
172,823
668,824
3799,824
1099,826
2295,835
102,835
1452,836
606,838
980,838
985,839
1262,842
2369,843
2136,844
9068,844
1462,845
2234,846
3042,853
1149,856
1135,860
2364,864
7350,864
88,865
575,866
1161,867
6263,877
1395,880
10178,881
13581,882
1507,882
1912,885
598,885
1983,892
6238,892
1372,893
5729,899
288,900
1155,901
1947,906
5406,913
755,915
1641,917
1130,918
2822,918
2912,921
2171,922
6411,925
625,929
1020,935
1513,935
3632,939
4752,941
3812,941
2544,942
3457,943
4362,945
1424,946
1418,947
9708,947
298,949
1630,951
1100,952
1366,961
82,966
1345,967
1559,968
2188,969
320,981
183,981
1157,986
706,988
291,990
1116,997
1302,997
3816,999
9,1002
2011,1007
728,1008
5266,1009
2185,1011
725,1014
760,1015
1552,1016
1487,1017
1145,1018
1181,1019
1332,1020
2041,1027
1079,1031
1506,1032
646,1033
277,1034
920,1036
613,1039
117,1045
1365,1053
1016,1058
971,1059
762,1069
1389,1078
2379,1082
1367,1082
10677,1082
399,1086
484,1097
928,1102
3699,1108
4323,1119
1202,1127
841,1128
252,1132
3290,1132
306,1136
1915,1145
329,1148
448,1153
884,1154
2214,1159
2829,1162
2413,1163
951,1177
1329,1181
1073,1186
1153,1189
2022,1194
1089,1194
422,1194
1474,1197
1777,1200
638,1203
1608,1209
1924,1209
175,1212
2583,1218
3903,1231
895,1233
1400,1239
2383,1241
534,1242
7260,1246
76,1247
1120,1255
825,1257
389,1259
1595,1259
3832,1286
479,1287
273,1288
876,1295
491,1299
551,1303
1040,1307
1071,1310
420,1341
555,1344
2081,1345
2,1364
470,1373
977,1373
483,1375
1363,1376
1032,1382
966,1393
1025,1420
469,1432
721,1435
887,1436
925,1445
1735,1455
1297,1460
1041,1468
988,1471
2247,1473
515,1475
550,1484
1572,1501
1361,1504
425,1508
1029,1512
1196,1515
1341,1521
1410,1524
148,1531
2863,1549
28,1551
1065,1552
1571,1576
2351,1583
451,1598
1636,1607
705,1611
1545,1617
449,1618
1821,1622
764,1626
498,1628
683,1631
1162,1641
563,1660
4300,1660
785,1662
391,1672
626,1675
10268,1693
482,1700
428,1730
870,1732
527,1735
1101,1758
708,1778
824,1783
2228,1789
584,1789
967,1800
397,1813
475,1821
6,1832
3216,1833
1033,1836
1038,1841
789,1850
1042,1860
416,1861
831,1878
761,1896
751,1911
3720,1962
1124,1985
992,2006
767,2011
2377,2018
1066,2025
907,2054
1894,2066
888,2071
1245,2106
66,2117
1557,2120
1235,2133
1077,2191
1863,2219
838,2248
465,2326
365,2340
623,2385
814,2403
84,2406
1017,2424
439,2429
355,2438
279,2439
1280,2443
1334,2449
782,2489
972,2509
1023,2570
1413,2616
993,2644
1036,2651
393,2651
905,2691
419,2697
692,2761
101,2793
536,2859
481,2864
834,2868
289,2876
316,2898
456,2920
574,2960
1576,2965
2045,3053
131,3057
368,3067
745,3072
31,3090
921,3186
143,3200
299,3229
492,3277
1018,3347
978,3355
245,3452
792,3468
902,3521
137,3566
942,3605
823,3666
1015,3957
1319,4025
1030,4070
282,4143
531,4302
295,4507
467,4520
630,4524
312,4618
307,4677
748,4792
73,4933
1028,4939
438,4987
476,5087
25,5134
912,5259
663,5385
49,5467
828,5574
340,5659
458,5707
44,5773
863,5862
67,5914
142,6052
930,6114
83,6494
314,6588
850,6721
770,6747
239,6891
886,7314
969,7474
466,7496
80,7498
99,7709
778,7844
304,8145
301,8399
877,8514
1003,8883
100,8976
813,9067
766,9206
235,9219
995,9465
477,9560
749,9638
139,9969
297,10657
104,10900
16,11109
72,11178
775,12289
644,12963
160,13154
51,13380
473,13598
122,14501
388,15433
52,17008
922,18037
722,18230
27,18456
144,19130
48,19683
251,19929
474,26534
81,27074
42,33357
233,39128
60,42727
30,48337
23,56701
12,64170
33,72117
29,144433
